Department,Sex,Mode,T-Att,Discounts,NO-Re-exams,CGPA,Status 
Computer-Application,Male,Fulltime,0.71,0,0,84.69875,Will Graduate
Computer-Application,Male,Parttime,0.83,0,0,67.67625,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,0,61.085,Will Graduate
Computer-Application,Male,Fulltime,0.71,0,0,66.19875,Will Graduate
Computer-Application,Male,Parttime,0.72,0,0,77.41875,Will Graduate
Computer-Application,Female,Fulltime,0.79,100,0,90.6675,Will Graduate
Computer-Application,Male,Parttime,0.80,0,0,76.285,Will Graduate
Computer-Application,Male,Parttime,0.73,0,0,59.3925,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,0,69.6325,Will Graduate
Computer-Application,Male,Parttime,0.81,0,0,81.765,Will Graduate
Computer-Application,Female,Parttime,0.76,0,0,71.34875,Will Graduate
Computer-Application,Male,Fulltime,0.73,0,0,71.93875,Will Graduate
Computer-Application,Male,Fulltime,0.77,5,0,72.04125,Will Graduate
Computer-Application,Male,Fulltime,0.78,15,0,76.5075,Will Graduate
Computer-Application,Male,Fulltime,0.69,15,0,68.49,Will Graduate
Computer-Application,Female,Parttime,0.70,5,0,83.47125,Will Graduate
Computer-Application,Female,Fulltime,0.79,5,0,66.905,Will Graduate
Computer-Application,Male,Fulltime,0.71,0,0,75.2025,Will Graduate
Computer-Application,Female,Fulltime,0.74,5,0,79.3275,Will Graduate
Computer-Application,Male,Fulltime,0.69,15,0,74.3475,Will Graduate
Computer-Application,Male,Fulltime,0.79,0,0,71.9375,Will Graduate
Computer-Application,Male,Fulltime,0.66,20,0,69.71625,Will Graduate
Computer-Application,Female,Fulltime,0.76,20,0,83.0275,Will Graduate
Computer-Application,Male,Fulltime,0.70,0,0,70.865,Will Graduate
Computer-Application,Male,Fulltime,0.70,15,0,75.77,Will Graduate
Computer-Application,Male,Parttime,0.74,5,0,68.0975,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,0,87.9925,Will Graduate
Computer-Application,Male,Fulltime,0.81,5,0,85.80875,Will Graduate
Computer-Application,Male,Fulltime,0.68,12.5,0,84.68625,Will Graduate
Computer-Application,Male,Fulltime,0.78,20,0,69.2625,Will Graduate
Computer-Application,Male,Fulltime,0.79,5,0,80.0075,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,0,62.315,Will Graduate
Computer-Application,Male,Fulltime,0.73,20,0,95.2575,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,0,71.69,Will Graduate
Computer-Application,Male,Parttime,0.81,15,0,68.76,Will Graduate
Computer-Application,Male,Fulltime,0.78,20,0,84.24125,Will Graduate
Computer-Application,Male,Fulltime,0.73,20,0,67.675,Will Graduate
Computer-Application,Male,Parttime,0.77,20,0,65.53125,Will Graduate
Computer-Application,Male,Fulltime,0.78,15,0,74.63125,Will Graduate
Computer-Application,Male,Parttime,0.81,15,0,70.86125,Will Graduate
Computer-Application,Male,Fulltime,0.79,15,0,81.4875,Will Graduate
Computer-Application,Female,Fulltime,0.75,12.5,0,72.26875,Will Graduate
Computer-Application,Male,Fulltime,0.71,0,0,62.28625,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,0,59.82,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,0,65.6975,Will Graduate
Computer-Application,Male,Fulltime,0.86,0,0,67.7575,Will Graduate
Computer-Application,Male,Parttime,0.84,0,0,66.04125,Will Graduate
Computer-Application,Male,Fulltime,0.79,20,0,65.6475,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,0,74.25875,Will Graduate
Computer-Application,Male,Parttime,0.73,0,0,71.365,Will Graduate
Computer-Application,Male,Fulltime,0.67,0,0,89.0875,Will Graduate
Computer-Application,Male,Fulltime,0.79,0,0,60.51625,Will Graduate
Computer-Application,Male,Fulltime,0.87,20,0,61.54625,Will Graduate
Computer-Application,Male,Parttime,0.80,0,0,68.40125,Will Graduate
Computer-Application,Male,Parttime,0.77,0,0,62.53,Will Graduate
Computer-Application,Female,Fulltime,0.73,5,0,77.11625,Will Graduate
Computer-Application,Male,Parttime,0.81,5,0,66.18375,Will Graduate
Computer-Application,Male,Parttime,0.68,20,0,76.5125,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,0,75.67875,Will Graduate
Computer-Application,Male,Parttime,0.68,0,0,78.93375,Will Graduate
Computer-Application,Male,Parttime,0.65,5,0,62.98875,Will Graduate
Computer-Application,Male,Fulltime,0.76,100,0,95.355,Will Graduate
Computer-Application,Male,Parttime,0.77,0,0,71.90625,Will Graduate
Computer-Application,Male,Parttime,0.70,0,0,62.95875,Will Graduate
Computer-Application,Female,Parttime,0.77,0,0,64.72,Will Graduate
Computer-Application,Male,Fulltime,0.77,20,0,73.90875,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,0,78.9775,Will Graduate
Computer-Application,Male,Parttime,0.82,0,0,85.35125,Will Graduate
Computer-Application,Male,Parttime,0.79,0,0,70.91875,Will Graduate
Computer-Application,Male,Parttime,0.80,0,0,74.815,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,0,91.64625,Will Graduate
Computer-Application,Male,Parttime,0.84,0,0,65.19875,Will Graduate
Computer-Application,Male,Parttime,0.78,0,0,70.29125,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,0,88.48625,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,0,87.55375,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,0,68.98875,Will Graduate
Computer-Application,Male,Parttime,0.76,0,0,83.8475,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,0,69.345,Will Graduate
Computer-Application,Male,Fulltime,0.68,0,0,87.67125,Will Graduate
Computer-Application,Female,Fulltime,0.71,100,0,89.845,Will Graduate
Computer-Application,Male,Parttime,0.74,0,0,92.1025,Will Graduate
Computer-Application,Male,Parttime,0.67,0,0,85.01875,Will Graduate
Computer-Application,Male,Fulltime,0.81,0,11,65.49625,Will Graduate
Computer-Application,Male,Fulltime,0.67,0,0,65.53375,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,1,61.2975,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,0,83.665,Will Graduate
Computer-Application,Male,Fulltime,0.70,0,0,72.68875,Will Graduate
Computer-Application,Male,Parttime,0.71,0,0,84.77125,Will Graduate
Computer-Application,Male,Fulltime,0.73,0,0,70.57125,Will Graduate
Computer-Application,Male,Fulltime,0.83,100,1,77.185,Will Graduate
Computer-Application,Female,Fulltime,0.73,100,0,93.0675,Will Graduate
Computer-Application,Male,Parttime,0.66,0,0,68.98,Will Graduate
Computer-Application,Male,Parttime,0.70,0,0,72.6325,Will Graduate
Computer-Application,Male,Parttime,0.78,0,0,82.05,Will Graduate
Computer-Application,Male,Fulltime,0.70,0,0,93.25125,Will Graduate
Computer-Application,Male,Parttime,0.69,0,0,76.72125,Will Graduate
Computer-Application,Male,Parttime,0.84,0,1,72.2425,Will Graduate
Computer-Application,Male,Parttime,0.83,0,4,66.02625,Will Graduate
Computer-Application,Male,Fulltime,0.84,20,0,69.84625,Will Graduate
Computer-Application,Male,Parttime,0.67,0,0,89.32625,Will Graduate
Computer-Application,Male,Parttime,0.80,60,0,91.3425,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,0,90.2675,Will Graduate
Computer-Application,Male,Fulltime,0.65,0,0,71.3525,Will Graduate
Computer-Application,Female,Fulltime,0.73,0,0,68.27875,Will Graduate
Computer-Application,Female,Fulltime,0.76,0,0,62.66625,Will Graduate
Computer-Application,Male,Fulltime,0.71,20,0,76.98,Will Graduate
Computer-Application,Male,Parttime,0.73,40,0,83.2875,Will Graduate
Computer-Application,Male,Parttime,0.67,40,0,76.46625,Will Graduate
Computer-Application,Male,Fulltime,0.63,0,0,63.44625,Will Graduate
Computer-Application,Male,Fulltime,0.73,0,0,83.67625,Will Graduate
Computer-Application,Male,Fulltime,0.80,0,0,82.375,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,0,72.64,Will Graduate
Computer-Application,Male,Parttime,0.71,40,0,86.955,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,0,67.4025,Will Graduate
Computer-Application,Male,Fulltime,0.71,40,0,83.8575,Will Graduate
Computer-Application,Male,Parttime,0.81,40,0,79.05125,Will Graduate
Computer-Application,Female,Fulltime,0.71,0,6,64.97625,Will Graduate
Computer-Application,Male,Fulltime,0.64,0,0,76.6325,Will Graduate
Computer-Application,Male,Fulltime,0.83,0,0,70.37,Will Graduate
Computer-Application,Male,Parttime,0.78,0,0,93.39,Will Graduate
Computer-Application,Male,Parttime,0.75,60,0,85.66375,Will Graduate
Computer-Application,Male,Fulltime,0.73,0,1,64.01625,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,0,56.45625,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,0,60.96125,Will Graduate
Computer-Application,Male,Parttime,0.73,0,0,79.27625,Will Graduate
Computer-Application,Male,Fulltime,0.72,50,0,76.53125,Will Graduate
Computer-Application,Male,Parttime,0.77,0,0,80.41375,Will Graduate
Computer-Application,Male,Parttime,0.69,20,0,86.14375,Will Graduate
Computer-Application,Male,Parttime,0.74,40,4,70.5925,Will Graduate
Computer-Application,Male,Fulltime,0.69,0,0,84.88375,Will Graduate
Computer-Application,Female,Parttime,0.77,100,0,70.90625,Will Graduate
Computer-Application,Female,Fulltime,0.68,40,2,72.61,Will Graduate
Computer-Application,Male,Fulltime,0.79,0,0,81.66,Will Graduate
Computer-Application,Male,Fulltime,0.73,0,0,78.96,Will Graduate
Computer-Application,Male,Fulltime,0.68,0,0,73.77375,Will Graduate
Computer-Application,Male,Parttime,0.70,20,0,75.16875,Will Graduate
Computer-Application,Female,Fulltime,0.77,0,1,63.57625,Will Graduate
Computer-Application,Male,Fulltime,0.69,0,0,91.27625,Will Graduate
Computer-Application,Male,Fulltime,0.79,0,3,61.3675,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,0,69.47375,Will Graduate
Computer-Application,Male,Fulltime,0.84,100,0,95.245,Will Graduate
Computer-Application,Male,Parttime,0.69,0,0,80.27,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,0,90.72625,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,0,79.78125,Will Graduate
Computer-Application,Female,Fulltime,0.80,0,0,88.18125,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,0,75.6475,Will Graduate
Computer-Application,Male,Fulltime,0.78,20,3,64.41,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,4,71.7075,Will Graduate
Computer-Application,Male,Fulltime,0.83,10,1,69.655,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,5,64.9625,Will Graduate
Computer-Application,Male,Fulltime,0.71,0,11,63.58,Will Graduate
Computer-Application,Male,Parttime,0.76,0,6,69.62125,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,0,86.09,Will Graduate
Computer-Application,Male,Fulltime,0.71,10,5,71.5975,Will Graduate
Computer-Application,Female,Fulltime,0.78,20,5,62.255,Will Graduate
Computer-Application,Male,Fulltime,0.80,0,0,93.80875,Will Graduate
Computer-Application,Male,Fulltime,0.71,20,2,67.6875,Will Graduate
Computer-Application,Female,Fulltime,0.84,0,0,70.525,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,0,85.00375,Will Graduate
Computer-Application,Female,Fulltime,0.72,0,9,63.045,Will Graduate
Computer-Application,Male,Parttime,0.73,0,18,64.37125,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,3,65.855,Will Graduate
Computer-Application,Male,Fulltime,0.68,0,0,80.075,Will Graduate
Computer-Application,Male,Fulltime,0.79,0,0,80.60375,Will Graduate
Computer-Application,Male,Fulltime,0.76,20,0,83.91125,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,0,71.1425,Will Graduate
Computer-Application,Male,Parttime,0.73,0,0,70.4725,Will Graduate
Computer-Application,Female,Fulltime,0.77,0,0,73.17125,Will Graduate
Computer-Application,Male,Parttime,0.73,0,1,68.44875,Will Graduate
Computer-Application,Male,Parttime,0.78,0,1,68.43375,Will Graduate
Computer-Application,Male,Fulltime,0.74,20,0,85.10375,Will Graduate
Computer-Application,Male,Fulltime,0.79,0,0,79.62125,Will Graduate
Computer-Application,Male,Fulltime,0.71,20,0,90.60875,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,0,71.89,Will Graduate
Computer-Application,Male,Fulltime,0.73,100,0,93.175,Will Graduate
Computer-Application,Male,Fulltime,0.72,20,0,75.1075,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,0,78.915,Will Graduate
Computer-Application,Male,Parttime,0.74,20,1,75.295,Will Graduate
Computer-Application,Male,Parttime,0.81,0,1,80.75875,Will Graduate
Computer-Application,Male,Fulltime,0.81,20,0,75.75375,Will Graduate
Computer-Application,Female,Fulltime,0.70,0,2,62.27375,Will Graduate
Computer-Application,Male,Parttime,0.80,0,1,70.03,Will Graduate
Computer-Application,Male,Fulltime,0.68,20,5,59.58375,Will Graduate
Computer-Application,Male,Fulltime,0.72,10,0,92.37625,Will Graduate
Computer-Application,Male,Parttime,0.74,0,9,80.39375,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,15,60.5225,Will Graduate
Computer-Application,Male,Fulltime,0.68,0,3,65.9575,Will Graduate
Computer-Application,Male,Fulltime,0.79,0,1,73.60875,Will Graduate
Computer-Application,Female,Fulltime,0.81,20,8,59.88625,Will Graduate
Computer-Application,Male,Parttime,0.71,20,9,62.45625,Will Graduate
Computer-Application,Male,Fulltime,0.64,60,5,67.09375,Will Graduate
Computer-Application,Male,Fulltime,0.65,100,0,93.3525,Will Graduate
Computer-Application,Male,Parttime,0.64,0,0,83.51625,Will Graduate
Computer-Application,Male,Parttime,0.78,0,4,74.02875,Will Graduate
Computer-Application,Male,Fulltime,0.81,20,12,61.4925,Will Graduate
Computer-Application,Male,Parttime,0.88,10,5,78.35,Will Graduate
Computer-Application,Male,Parttime,0.73,0,6,62.76625,Will Graduate
Computer-Application,Male,Fulltime,0.87,0,0,85.20875,Will Graduate
Computer-Application,Male,Parttime,0.79,20,3,68.07125,Will Graduate
Computer-Application,Female,Fulltime,0.78,40,0,85.16375,Will Graduate
Computer-Application,Male,Parttime,0.80,0,5,68.84,Will Graduate
Computer-Application,Female,Fulltime,0.84,0,1,72.89375,Will Graduate
Computer-Application,Male,Fulltime,0.70,0,3,66.375,Will Graduate
Computer-Application,Male,Parttime,0.77,0,1,76.245,Will Graduate
Computer-Application,Female,Fulltime,0.73,0,0,75.50625,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,1,76.475,Will Graduate
Computer-Application,Male,Parttime,0.69,100,5,90.31,Will Graduate
Computer-Application,Male,Fulltime,0.81,0,0,78.2875,Will Graduate
Computer-Application,Female,Fulltime,0.75,0,0,66.67125,Will Graduate
Computer-Application,Male,Parttime,0.74,20,1,73.7925,Will Graduate
Computer-Application,Male,Parttime,0.73,20,4,73.02625,Will Graduate
Computer-Application,Male,Fulltime,0.70,0,0,83.18,Will Graduate
Computer-Application,Male,Fulltime,0.76,20,0,79.62,Will Graduate
Computer-Application,Male,Fulltime,0.71,20,0,85.39625,Will Graduate
Computer-Application,Male,Fulltime,0.73,0,2,71.24125,Will Graduate
Computer-Application,Male,Fulltime,0.87,0,2,69.73375,Will Graduate
Computer-Application,Male,Fulltime,0.70,20,0,90.02375,Will Graduate
Computer-Application,Male,Fulltime,0.70,0,0,81.4475,Will Graduate
Computer-Application,Male,Fulltime,0.71,20,0,78.97125,Will Graduate
Computer-Application,Male,Fulltime,0.80,0,16,58.92875,Will Graduate
Computer-Application,Male,Parttime,0.64,10,0,84.1225,Will Graduate
Computer-Application,Male,Fulltime,0.73,10,2,75.57,Will Graduate
Computer-Application,Male,Fulltime,0.81,10,7,62.8125,Will Graduate
Computer-Application,Female,Fulltime,0.73,0,7,59.085,Will Graduate
Computer-Application,Male,Parttime,0.76,0,0,78.805,Will Graduate
Computer-Application,Male,Parttime,0.73,0,2,75.0925,Will Graduate
Computer-Application,Male,Fulltime,0.80,20,0,91.4225,Will Graduate
Computer-Application,Female,Fulltime,0.80,0,12,71.735,Will Graduate
Computer-Application,Male,Fulltime,0.69,20,0,88.87625,Will Graduate
Computer-Application,Male,Parttime,0.67,30,3,75.55625,Will Graduate
Computer-Application,Male,Fulltime,0.70,20,9,60.24875,Will Graduate
Computer-Application,Male,Parttime,0.85,0,1,72.94375,Will Graduate
Computer-Application,Male,Parttime,0.74,0,4,93.57875,Will Graduate
Computer-Application,Male,Fulltime,0.75,20,3,90.275,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,6,74.455,Will Graduate
Computer-Application,Female,Fulltime,0.81,0,1,72.845,Will Graduate
Computer-Application,Male,Parttime,0.76,9.090909958,1,77.84375,Will Graduate
Computer-Application,Male,Parttime,0.72,30,2,82.36375,Will Graduate
Computer-Application,Male,Parttime,0.69,0,2,73.4575,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,3,63.96125,Will Graduate
Computer-Application,Male,Fulltime,0.83,0,0,78.435,Will Graduate
Computer-Application,Male,Parttime,0.68,0,0,90.38125,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,0,77.52375,Will Graduate
Computer-Application,Male,Fulltime,0.71,0,19,61.3625,Will Graduate
Computer-Application,Male,Parttime,0.69,0,15,62.29625,Will Graduate
Computer-Application,Male,Fulltime,0.68,0,4,67.73,Will Graduate
Computer-Application,Male,Fulltime,0.84,0,5,68.52,Will Graduate
Computer-Application,Male,Fulltime,0.77,20,7,61.8425,Will Graduate
Computer-Application,Male,Fulltime,0.76,20,3,65.9275,Will Graduate
Computer-Application,Male,Parttime,0.77,20,0,76.93375,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,0,83.8675,Will Graduate
Computer-Application,Male,Parttime,0.63,20,0,72.20375,Will Graduate
Computer-Application,Male,Parttime,0.74,100,0,85.985,Will Graduate
Computer-Application,Male,Fulltime,0.68,20,3,65.7675,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,7,77.76875,Will Graduate
Computer-Application,Male,Fulltime,0.70,0,0,86.28875,Will Graduate
Computer-Application,Male,Fulltime,0.65,0,12,61.09,Will Graduate
Computer-Application,Male,Fulltime,0.72,20,0,83.365,Will Graduate
Computer-Application,Male,Fulltime,0.82,0,0,85.83125,Will Graduate
Computer-Application,Male,Fulltime,0.69,0,0,86.0475,Will Graduate
Computer-Application,Male,Fulltime,0.73,0,1,77.46625,Will Graduate
Computer-Application,Female,Fulltime,0.70,0,0,80.17875,Will Graduate
Computer-Application,Male,Parttime,0.74,0,2,80.67125,Will Graduate
Computer-Application,Male,Parttime,0.74,0,0,77.33125,Will Graduate
Computer-Application,Male,Parttime,0.83,0,0,80.9425,Will Graduate
Computer-Application,Male,Fulltime,0.73,0,0,78.10625,Will Graduate
Computer-Application,Male,Fulltime,0.72,20,11,62.17,Will Graduate
Computer-Application,Male,Fulltime,0.84,0,2,69.7025,Will Graduate
Computer-Application,Male,Fulltime,0.68,0,1,74.3225,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,5,67.5925,Will Graduate
Computer-Application,Male,Fulltime,0.69,20,1,70.3475,Will Graduate
Computer-Application,Male,Fulltime,0.68,0,0,84.015,Will Graduate
Computer-Application,Female,Fulltime,0.72,0,0,81.78375,Will Graduate
Computer-Application,Male,Fulltime,0.81,0,0,87.97125,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,0,82.83375,Will Graduate
Computer-Application,Male,Fulltime,0.74,10,10,60.36,Will Graduate
Computer-Application,Male,Fulltime,0.82,10,4,63.99,Will Graduate
Computer-Application,Male,Fulltime,0.74,9.090909958,0,74.745,Will Graduate
Computer-Application,Male,Fulltime,0.72,20,0,94.55125,Will Graduate
Computer-Application,Male,Parttime,0.83,20,4,70.61125,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,15,64.31375,Will Graduate
Computer-Application,Male,Parttime,0.70,0,0,72.30375,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,1,68.9425,Will Graduate
Computer-Application,Male,Fulltime,0.78,20,1,67.8275,Will Graduate
Computer-Application,Male,Fulltime,0.87,20,3,68.08625,Will Graduate
Computer-Application,Male,Fulltime,0.65,20,7,63.9175,Will Graduate
Computer-Application,Male,Fulltime,0.80,30,9,65.65875,Will Graduate
Computer-Application,Male,Parttime,0.71,0,0,92.1675,Will Graduate
Computer-Application,Male,Parttime,0.79,0,0,89.91,Will Graduate
Computer-Application,Male,Fulltime,0.75,20,0,88.5125,Will Graduate
Computer-Application,Male,Parttime,0.75,20,1,76.0725,Will Graduate
Computer-Application,Male,Fulltime,0.72,60,0,90.69,Will Graduate
Computer-Application,Male,Fulltime,0.80,0,1,67.46,Will Graduate
Computer-Application,Male,Parttime,0.74,0,0,83.86,Will Graduate
Computer-Application,Male,Fulltime,0.71,0,14,60.56875,Will Graduate
Computer-Application,Male,Parttime,0.67,0,0,86.02375,Will Graduate
Computer-Application,Male,Parttime,0.72,0,5,60.0775,Will Graduate
Computer-Application,Female,Fulltime,0.70,0,0,83.02875,Will Graduate
Computer-Application,Male,Fulltime,0.70,0,25,63.17,Will Graduate
Computer-Application,Female,Fulltime,0.70,0,0,79.1575,Will Graduate
Computer-Application,Male,Fulltime,0.82,0,12,58.87875,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,0,79.97875,Will Graduate
Computer-Application,Male,Fulltime,0.70,0,19,59.08375,Will Graduate
Computer-Application,Male,Fulltime,0.68,100,2,84.99,Will Graduate
Computer-Application,Male,Fulltime,0.71,20,0,86.35125,Will Graduate
Computer-Application,Male,Parttime,0.72,0,0,82.20375,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,0,85.97625,Will Graduate
Computer-Application,Male,Fulltime,0.80,0,0,94.7375,Will Graduate
Computer-Application,Male,Parttime,0.74,0,6,69.39875,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,0,72.6625,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,15,61.83375,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,0,84.0175,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,0,79.26125,Will Graduate
Computer-Application,Male,Fulltime,0.72,10,11,62.1525,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,7,58.97,Will Graduate
Computer-Application,Male,Fulltime,0.81,0,0,88.97125,Will Graduate
Computer-Application,Male,Fulltime,0.68,0,0,95.8925,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,4,64.63875,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,4,65.25125,Will Graduate
Computer-Application,Male,Fulltime,0.74,20,0,82.155,Will Graduate
Computer-Application,Male,Fulltime,0.73,0,0,76.22625,Will Graduate
Computer-Application,Male,Fulltime,0.78,30,1,69.69625,Will Graduate
Computer-Application,Male,Fulltime,0.73,20,0,87.99625,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,5,63.685,Will Graduate
Computer-Application,Male,Fulltime,0.83,100,0,81.35,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,2,70.365,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,0,77.6425,Will Graduate
Computer-Application,Male,Parttime,0.76,0,2,71.80875,Will Graduate
Computer-Application,Male,Parttime,0.69,0,0,79.6125,Will Graduate
Computer-Application,Male,Fulltime,0.83,27.27269936,10,69.27625,Will Graduate
Computer-Application,Male,Parttime,0.81,0,1,72.34,Will Graduate
Computer-Application,Male,Parttime,0.75,20,19,57.4375,Will Graduate
Computer-Application,Male,Parttime,0.77,0,0,84.61875,Will Graduate
Computer-Application,Male,Parttime,0.73,100,0,81.6625,Will Graduate
Computer-Application,Male,Parttime,0.76,0,1,67.77375,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,1,72.54625,Will Graduate
Computer-Application,Male,Fulltime,0.62,0,0,75.87125,Will Graduate
Computer-Application,Male,Fulltime,0.81,100,6,69.5825,Will Graduate
Computer-Application,Female,Parttime,0.76,100,16,69.38625,Will Graduate
Computer-Application,Male,Fulltime,0.80,30,3,67.35125,Will Graduate
Computer-Application,Male,Fulltime,0.80,0,2,70.81,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,11,66.8125,Will Graduate
Computer-Application,Male,Fulltime,0.77,100,6,63.13875,Will Graduate
Computer-Application,Female,Fulltime,0.72,20,0,79.14625,Will Graduate
Computer-Application,Female,Fulltime,0.77,0,5,64.02375,Will Graduate
Computer-Application,Male,Parttime,0.70,0,8,62.67,Will Graduate
Computer-Application,Male,Fulltime,0.69,20,0,69.9675,Will Graduate
Computer-Application,Male,Fulltime,0.82,40,2,69.04625,Will Graduate
Computer-Application,Male,Fulltime,0.77,20,0,80.28375,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,15,59.81,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,8,71.095,Will Graduate
Computer-Application,Male,Parttime,0.82,20,0,74.31375,Will Graduate
Computer-Application,Male,Parttime,0.75,0,3,86.59875,Will Graduate
Computer-Application,Male,Fulltime,0.74,9.090909958,0,71.89875,Will Graduate
Computer-Application,Male,Fulltime,0.80,20,0,85.98875,Will Graduate
Computer-Application,Female,Parttime,0.77,0,0,75.8075,Will Graduate
Computer-Application,Male,Parttime,0.68,20,3,66.2825,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,12,69.045,Will Graduate
Computer-Application,Male,Fulltime,0.72,20,0,88.33,Will Graduate
Computer-Application,Male,Fulltime,0.75,20,1,72.34125,Will Graduate
Computer-Application,Male,Fulltime,0.77,20,1,72.8375,Will Graduate
Computer-Application,Male,Fulltime,0.73,0,2,70.6225,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,8,63.54625,Will Graduate
Computer-Application,Female,Fulltime,0.75,10,1,90.21625,Will Graduate
Computer-Application,Male,Parttime,0.71,10,0,83.68375,Will Graduate
Computer-Application,Male,Parttime,0.84,10,0,82.0575,Will Graduate
Computer-Application,Male,Parttime,0.72,10,0,82.8425,Will Graduate
Computer-Application,Male,Parttime,0.74,10,0,75.0375,Will Graduate
Computer-Application,Male,Parttime,0.73,10,2,83.24875,Will Graduate
Computer-Application,Male,Fulltime,0.70,10,2,73.48875,Will Graduate
Computer-Application,Male,Parttime,0.70,0,0,77.40625,Will Graduate
Computer-Application,Male,Fulltime,0.70,0,12,59.88875,Will Graduate
Computer-Application,Female,Fulltime,0.78,0,0,85.245,Will Graduate
Computer-Application,Male,Parttime,0.74,0,7,65.4825,Will Graduate
Computer-Application,Male,Fulltime,0.70,20,4,65.9475,Will Graduate
Computer-Application,Male,Parttime,0.79,0,2,71.97125,Will Graduate
Computer-Application,Female,Fulltime,0.75,0,0,88.81625,Will Graduate
Computer-Application,Male,Fulltime,0.77,20,0,75.30375,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,0,79.065,Will Graduate
Computer-Application,Male,Fulltime,0.65,0,1,65.75375,Will Graduate
Computer-Application,Male,Fulltime,0.81,0,10,62.7325,Will Graduate
Computer-Application,Male,Fulltime,0.74,20,0,76.66375,Will Graduate
Computer-Application,Male,Fulltime,0.70,0,0,79.4875,Will Graduate
Computer-Application,Female,Fulltime,0.70,20,1,71.99875,Will Graduate
Computer-Application,Female,Parttime,0.78,0,0,85.3475,Will Graduate
Computer-Application,Female,Fulltime,0.70,0,0,75.52875,Will Graduate
Computer-Application,Female,Parttime,0.78,0,2,67.47,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,0,77.71375,Will Graduate
Computer-Application,Male,Fulltime,0.73,20,0,76.6775,Will Graduate
Computer-Application,Male,Fulltime,0.73,0,1,74.83,Will Graduate
Computer-Application,Male,Parttime,0.74,20,0,89.58375,Will Graduate
Computer-Application,Female,Fulltime,0.76,20,2,66.12375,Will Graduate
Computer-Application,Male,Parttime,0.78,20,0,82.34,Will Graduate
