Department,Sex,Mode,T-Att,Discounts,NO-Re-exams,CGPA,Status 
Computer-Application,Male,Parttime,0.76,20,9,64.4225,Will Graduate
Computer-Application,Male,Parttime,0.75,20,0,21.1,Dropout
Computer-Application,Male,Parttime,0.76,0,0,87.03,Will Graduate
Computer-Application,Female,Fulltime,0.79,50,0,67.0475,Will Graduate
Computer-Application,Male,Parttime,0.69,100,0,87.38375,Will Graduate
Computer-Application,Male,Fulltime,0.63,0,2,14.00625,Dropout
Computer-Application,Male,Fulltime,0.75,20,1,64.39125,Will Graduate
Computer-Application,Male,Parttime,0.68,50,0,86.72375,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,0,18.225,Dropout
Computer-Application,Male,Fulltime,0.66,20,0,81.9075,Will Graduate
Computer-Application,Male,Parttime,0.78,0,0,15.9275,Dropout
Computer-Application,Female,Parttime,0.76,0,3,74.14375,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,0,84.52875,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,0,71.32875,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,2,11.1875,Dropout
Computer-Application,Male,Fulltime,0.78,20,1,70.425,Will Graduate
Computer-Application,Male,Parttime,0.75,27.27269936,0,93.9575,Will Graduate
Computer-Application,Male,Fulltime,0.64,0,0,69.7,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,1,72.86125,Will Graduate
Computer-Application,Male,Parttime,0.81,0,3,68.21625,Will Graduate
Computer-Application,Male,Fulltime,0.86,20,7,59.7875,Will Graduate
Computer-Application,Female,Parttime,0.77,20,13,60.75,Will Graduate
Computer-Application,Male,Fulltime,0.82,0,0,65.1575,Will Graduate
Computer-Application,Male,Parttime,0.82,20,0,72.29375,Will Graduate
Computer-Application,Male,Fulltime,0.67,0,0,18.33,Dropout
Computer-Application,Female,Fulltime,0.77,0,2,63.64625,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,0,13.1725,Dropout
Computer-Application,Male,Fulltime,0.75,0,16,58.83,Will Graduate
Computer-Application,Male,Fulltime,0.73,0,5,62.9875,Will Graduate
Computer-Application,Female,Parttime,0.71,0,0,82.34875,Will Graduate
Computer-Application,Female,Parttime,0.76,0,0,85.66,Will Graduate
Computer-Application,Female,Parttime,0.79,0,0,88.54625,Will Graduate
Computer-Application,Male,Fulltime,0.70,100,4,65.7,Will Graduate
Computer-Application,Male,Parttime,0.76,0,0,12.1875,Dropout
Computer-Application,Male,Parttime,0.73,0,0,83.06125,Will Graduate
Computer-Application,Male,Parttime,0.71,0,7,12.17625,Dropout
Computer-Application,Male,Fulltime,0.78,0,6,58.60625,Will Graduate
Computer-Application,Female,Fulltime,0.72,0,0,88.695,Will Graduate
Computer-Application,Male,Parttime,0.77,20,0,88.91625,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,0,14.12875,Dropout
Computer-Application,Male,Fulltime,0.72,0,0,39.15625,Dropout
Computer-Application,Male,Parttime,0.84,0,0,85.99375,Will Graduate
Computer-Application,Male,Fulltime,0.74,20,9,63.52375,Will Graduate
Computer-Application,Male,Parttime,0.86,20,0,83.3125,Will Graduate
Computer-Application,Female,Fulltime,0.79,0,0,82.395,Will Graduate
Computer-Application,Male,Fulltime,0.78,20,0,79.22125,Will Graduate
Computer-Application,Male,Fulltime,0.80,20,7,69.04,Will Graduate
Computer-Application,Male,Fulltime,0.85,0,0,70.455,Will Graduate
Computer-Application,Male,Parttime,0.78,20,6,34.71875,Dropout
Computer-Application,Male,Fulltime,0.77,0,2,71.57125,Will Graduate
Computer-Application,Male,Parttime,0.76,20,0,91.995,Will Graduate
Computer-Application,Male,Fulltime,0.71,0,4,64.4775,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,10,64.27875,Will Graduate
Computer-Application,Male,Parttime,0.65,20,16,65.77875,Will Graduate
Computer-Application,Male,Parttime,0.84,20,14,59.17125,Will Graduate
Computer-Application,Male,Parttime,0.66,0,0,15.9475,Dropout
Computer-Application,Male,Parttime,0.74,0,0,91.41625,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,0,32.6575,Dropout
Computer-Application,Male,Parttime,0.73,29,4,69.5825,Will Graduate
Computer-Application,Male,Parttime,0.80,0,0,79.605,Will Graduate
Computer-Application,Male,Fulltime,0.72,20,6,11.6775,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,4.24,Dropout
Computer-Application,Male,Fulltime,0.69,20,1,35.365,Dropout
Computer-Application,Female,Fulltime,0.71,20,0,83.2925,Will Graduate
Computer-Application,Female,Parttime,0.79,20,0,84.9775,Will Graduate
Computer-Application,Male,Fulltime,0.71,0,0,6.385,Dropout
Computer-Application,Male,Parttime,0.78,20,7,59.5325,Will Graduate
Computer-Application,Male,Fulltime,0.69,0,2,9.3325,Dropout
Computer-Application,Male,Fulltime,0.82,20,1,67.24625,Will Graduate
Computer-Application,Male,Parttime,0.82,55,10,60.42,Will Graduate
Computer-Application,Male,Fulltime,0.84,0,0,73.5825,Will Graduate
Computer-Application,Female,Fulltime,0.64,100,8,60.605,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,2,22.49,Dropout
Computer-Application,Male,Fulltime,0.70,0,2,69.0425,Will Graduate
Computer-Application,Male,Fulltime,0.71,0,0,9.5,Dropout
Computer-Application,Male,Fulltime,0.81,20,14,60.09,Will Graduate
Computer-Application,Male,Fulltime,0.73,100,2,79.3875,Will Graduate
Computer-Application,Female,Fulltime,0.74,0,0,76.0925,Will Graduate
Computer-Application,Male,Fulltime,0.85,0,0,17.885,Dropout
Computer-Application,Male,Parttime,0.79,0,0,92.5,Will Graduate
Computer-Application,Male,Fulltime,0.81,0,0,86.24625,Will Graduate
Computer-Application,Male,Parttime,0.73,0,0,3.83375,Dropout
Computer-Application,Female,Fulltime,0.86,0,2,11.91625,Dropout
Computer-Application,Male,Fulltime,0.72,20,0,12.78125,Dropout
Computer-Application,Male,Fulltime,0.79,0,2,11.35375,Dropout
Computer-Application,Female,Fulltime,0.80,100,0,70.8925,Will Graduate
Computer-Application,Male,Fulltime,0.70,20,0,80.34,Will Graduate
Computer-Application,Male,Parttime,0.77,0,1,72.24875,Will Graduate
Computer-Application,Male,Fulltime,0.78,20,2,11.39375,Dropout
Computer-Application,Male,Fulltime,0.76,0,5,69.86,Will Graduate
Computer-Application,Female,Parttime,0.77,0,1,73.4275,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,2,67.9475,Will Graduate
Computer-Application,Female,Fulltime,0.68,20,0,52.975,Dropout
Computer-Application,Male,Fulltime,0.80,0,6,60.28125,Will Graduate
Computer-Application,Male,Fulltime,0.79,0,0,72.58,Will Graduate
Computer-Application,Male,Fulltime,0.79,0,1,72.36,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,0,15.3475,Dropout
Computer-Application,Male,Fulltime,0.69,0,2,41.4875,Dropout
Computer-Application,Male,Fulltime,0.75,0,4,11.82375,Dropout
Computer-Application,Female,Fulltime,0.77,0,0,13.635,Dropout
Computer-Application,Female,Fulltime,0.72,0,0,18.865,Dropout
Computer-Application,Male,Parttime,0.81,0,0,91.89375,Will Graduate
Computer-Application,Male,Fulltime,0.80,20,2,68.995,Will Graduate
Computer-Application,Male,Fulltime,0.82,0,6,61.275,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,0,77.73,Will Graduate
Computer-Application,Male,Parttime,0.81,20,0,80.60875,Will Graduate
Computer-Application,Male,Fulltime,0.79,20,1,74.91625,Will Graduate
Computer-Application,Male,Parttime,0.73,0,0,3.72875,Dropout
Computer-Application,Male,Parttime,0.80,0,0,28.21875,Dropout
Computer-Application,Male,Fulltime,0.83,20,41,55.875,Will Graduate
Computer-Application,Male,Parttime,0.81,20,0,20.38625,Dropout
Computer-Application,Male,Fulltime,0.65,20,8,63.23375,Will Graduate
Computer-Application,Male,Fulltime,0.79,0,6,75.63875,Will Graduate
Computer-Application,Male,Fulltime,0.84,0,3,63.14125,Will Graduate
Computer-Application,Male,Parttime,0.77,0,5,61.615,Will Graduate
Computer-Application,Male,Parttime,0.79,100,1,79.07125,Will Graduate
Computer-Application,Male,Fulltime,0.80,0,0,75.0925,Will Graduate
Computer-Application,Male,Parttime,0.74,0,0,8.26,Dropout
Computer-Application,Male,Parttime,0.79,20,1,7.97875,Dropout
Computer-Application,Male,Parttime,0.72,0,7,66.12375,Will Graduate
Computer-Application,Female,Parttime,0.71,0,0,83.07375,Will Graduate
Computer-Application,Male,Fulltime,0.81,50,1,67.71875,Will Graduate
Computer-Application,Male,Parttime,0.69,0,4,12.6875,Dropout
Computer-Application,Male,Fulltime,0.70,0,12,59.3125,Will Graduate
Computer-Application,Male,Parttime,0.78,0,11,23.92625,Dropout
Computer-Application,Male,Parttime,0.64,0,0,87.2925,Will Graduate
Computer-Application,Male,Fulltime,0.66,0,5,61.4075,Will Graduate
Computer-Application,Male,Fulltime,0.85,0,9,41.9375,Dropout
Computer-Application,Female,Fulltime,0.73,0,1,65.32375,Will Graduate
Computer-Application,Male,Parttime,0.70,0,0,68.345,Will Graduate
Computer-Application,Male,Parttime,0.81,20,0,83.5825,Will Graduate
Computer-Application,Female,Fulltime,0.84,100,0,83.25,Will Graduate
Computer-Application,Female,Fulltime,0.77,0,0,78.1975,Will Graduate
Computer-Application,Male,Parttime,0.70,0,11,62.1675,Will Graduate
Computer-Application,Male,Parttime,0.78,20,1,73.19875,Will Graduate
Computer-Application,Male,Parttime,0.75,0,1,23.0725,Dropout
Computer-Application,Male,Parttime,0.76,20,1,84.27,Will Graduate
Computer-Application,Male,Fulltime,0.69,0,3,61.59625,Will Graduate
Computer-Application,Male,Parttime,0.73,0,0,79.60125,Will Graduate
Computer-Application,Male,Fulltime,0.69,0,0,5.66625,Dropout
Computer-Application,Male,Fulltime,0.80,0,0,70.08,Will Graduate
Computer-Application,Male,Fulltime,0.81,20,0,72.5875,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,12,63.01,Will Graduate
Computer-Application,Male,Parttime,0.79,20,0,14.05125,Dropout
Computer-Application,Male,Fulltime,0.77,20,0,73.14875,Will Graduate
Computer-Application,Male,Fulltime,0.71,20,0,18.88125,Dropout
Computer-Application,Male,Fulltime,0.80,0,7,61.0875,Will Graduate
Computer-Application,Male,Fulltime,0.80,20,0,78.89375,Will Graduate
Computer-Application,Male,Fulltime,0.65,20,0,17.84,Dropout
Computer-Application,Male,Fulltime,0.75,20,0,76.49,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,0,6.855,Dropout
Computer-Application,Male,Fulltime,0.76,20,1,81.42,Will Graduate
Computer-Application,Male,Fulltime,0.73,20,2,22.5,Dropout
Computer-Application,Male,Fulltime,0.71,20,0,83.6025,Will Graduate
Computer-Application,Male,Fulltime,0.77,45,0,88.76,Will Graduate
Computer-Application,Male,Fulltime,0.59,0,2,65.84375,Will Graduate
Computer-Application,Male,Fulltime,0.88,0,4,67.64625,Will Graduate
Computer-Application,Male,Fulltime,0.80,0,2,69.53625,Will Graduate
Computer-Application,Male,Fulltime,0.83,20,0,72.58875,Will Graduate
Computer-Application,Male,Fulltime,0.71,0,1,23.62625,Dropout
Computer-Application,Male,Fulltime,0.70,0,4,60.58625,Will Graduate
Computer-Application,Male,Fulltime,0.74,20,1,73.715,Will Graduate
Computer-Application,Female,Fulltime,0.74,0,8,59.6325,Will Graduate
Computer-Application,Male,Fulltime,0.75,0,0,22.815,Dropout
Computer-Application,Male,Parttime,0.77,20,0,88.7875,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,4,15.97375,Dropout
Computer-Application,Male,Fulltime,0.65,0,8,70.67125,Will Graduate
Computer-Application,Female,Fulltime,0.83,0,1,23.48875,Dropout
Computer-Application,Male,Fulltime,0.73,20,8,62.0825,Will Graduate
Computer-Application,Female,Fulltime,0.80,20,0,79.97875,Will Graduate
Computer-Application,Male,Fulltime,0.70,20,2,62.19125,Will Graduate
Computer-Application,Female,Fulltime,0.81,20,5,64.89375,Will Graduate
Computer-Application,Male,Fulltime,0.83,100,18,56.43625,Will Graduate
Computer-Application,Male,Fulltime,0.79,20,6,65.47625,Will Graduate
Computer-Application,Male,Fulltime,0.66,0,0,65.75875,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,0,71.12875,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,0,82.86375,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,0,80.375,Will Graduate
Computer-Application,Male,Parttime,0.77,0,0,73.76,Will Graduate
Computer-Application,Male,Fulltime,0.74,20,0,89.73875,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,0,6.0725,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,69.3725,Will Graduate
Computer-Application,Male,Fulltime,0.76,0,6,25.74875,Dropout
Computer-Application,Female,Fulltime,0.74,0,3,68.31,Will Graduate
Computer-Application,Male,Fulltime,0.70,20,0,82.9475,Will Graduate
Computer-Application,Female,Fulltime,0.75,0,0,80.78125,Will Graduate
Computer-Application,Male,Fulltime,0.79,20,2,64.87,Will Graduate
Computer-Application,Male,Fulltime,0.78,20,0,78.77375,Will Graduate
Computer-Application,Male,Fulltime,0.71,45,0,20.49,Dropout
Computer-Application,Male,Parttime,0.60,0,2,71.29125,Will Graduate
Computer-Application,Male,Fulltime,0.80,100,0,89.48375,Will Graduate
Computer-Application,Male,Fulltime,0.78,20,8,61.15875,Will Graduate
Computer-Application,Male,Parttime,0.71,0,0,3.0725,Dropout
Computer-Application,Male,Fulltime,0.83,0,0,85.45625,Will Graduate
Computer-Application,Male,Parttime,0.80,20,1,69.76,Will Graduate
Computer-Application,Male,Fulltime,0.81,0,8,68.7875,Will Graduate
Computer-Application,Male,Parttime,0.84,0,2,30.2,Dropout
Computer-Application,Male,Fulltime,0.75,20,0,76.46875,Will Graduate
Computer-Application,Male,Fulltime,0.68,0,3,4.8225,Dropout
Computer-Application,Male,Fulltime,0.66,20,13,25.29125,Dropout
Computer-Application,Male,Fulltime,0.68,0,1,73.20125,Will Graduate
Computer-Application,Female,Fulltime,0.82,0,4,64.4475,Will Graduate
Computer-Application,Male,Fulltime,0.71,20,0,22.875,Dropout
Computer-Application,Male,Parttime,0.64,8,13,31.085,Dropout
Computer-Application,Male,Parttime,0.73,20,1,76.07375,Will Graduate
Computer-Application,Male,Fulltime,0.78,0,1,73.51375,Will Graduate
Computer-Application,Male,Fulltime,0.81,0,0,78.1125,Will Graduate
Computer-Application,Male,Fulltime,0.70,20,3,11.23875,Dropout
Computer-Application,Male,Fulltime,0.67,20,0,18.13125,Dropout
Computer-Application,Female,Fulltime,0.85,9,3,71.315,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,31,54.28,Will Graduate
Computer-Application,Male,Fulltime,0.80,0,8,61.23875,Will Graduate
Computer-Application,Male,Fulltime,0.70,20,0,79.17375,Will Graduate
Computer-Application,Male,Parttime,0.72,0,0,79.67625,Will Graduate
Computer-Application,Male,Parttime,0.78,0,0,8.91625,Dropout
Computer-Application,Male,Fulltime,0.66,0,0,10.73625,Dropout
Computer-Application,Female,Fulltime,0.79,0,0,9.57625,Dropout
Computer-Application,Female,Fulltime,0.79,0,0,87.94625,Will Graduate
Computer-Application,Male,Parttime,0.73,0,2,7.08375,Dropout
Computer-Application,Male,Fulltime,0.66,20,2,10.4475,Dropout
Computer-Application,Male,Fulltime,0.82,0,2,14,Dropout
Computer-Application,Male,Fulltime,0.76,0,20,57.23125,Will Graduate
Computer-Application,Male,Parttime,0.72,20,0,35.1425,Dropout
Computer-Application,Male,Fulltime,0.70,0,0,14.72875,Dropout
Computer-Application,Male,Fulltime,0.75,0,0,69.3375,Will Graduate
Computer-Application,Male,Fulltime,0.77,20,10,59.6825,Will Graduate
Computer-Application,Male,Fulltime,0.85,0,0,81.2325,Will Graduate
Computer-Application,Male,Parttime,0.75,0,0,6.6875,Dropout
Computer-Application,Male,Parttime,0.77,8,3,8.59375,Dropout
Computer-Application,Male,Parttime,0.76,20,0,13.46875,Dropout
Computer-Application,Male,Parttime,0.81,20,0,96.41625,Will Graduate
Computer-Application,Male,Fulltime,0.79,20,2,12.91,Dropout
Computer-Application,Male,Fulltime,0.72,0,15,17.54125,Dropout
Computer-Application,Male,Fulltime,0.91,0,0,73.97375,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,2,4.74,Dropout
Computer-Application,Male,Fulltime,0.80,0,0,11.89625,Dropout
Computer-Application,Male,Fulltime,0.79,0,4,69.16,Will Graduate
Computer-Application,Male,Parttime,0.76,0,0,88.14375,Will Graduate
Computer-Application,Male,Parttime,0.70,0,0,29.75125,Dropout
Computer-Application,Male,Parttime,0.78,27,0,33.5625,Dropout
Computer-Application,Male,Fulltime,0.78,0,10,61.45125,Will Graduate
Computer-Application,Male,Fulltime,0.75,20,6,67.31375,Will Graduate
Computer-Application,Female,Fulltime,0.74,0,0,74.77875,Will Graduate
Computer-Application,Male,Fulltime,0.70,30,4,20.615,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,17.65625,Dropout
Computer-Application,Female,Fulltime,0.68,0,5,65.13,Will Graduate
Computer-Application,Male,Parttime,0.71,0,13,28.2075,Dropout
Computer-Application,Female,Fulltime,0.71,0,3,13.04125,Dropout
Computer-Application,Female,Fulltime,0.73,0,1,22.22,Dropout
Computer-Application,Male,Fulltime,0.84,20,0,82.0675,Will Graduate
Computer-Application,Male,Parttime,0.77,0,12,59.645,Will Graduate
Computer-Application,Male,Fulltime,0.72,0,1,72.11625,Will Graduate
Computer-Application,Male,Parttime,0.78,20,0,11.51,Dropout
Computer-Application,Male,Parttime,0.71,20,4,4.91625,Dropout
Computer-Application,Female,Fulltime,0.77,20,0,72.4525,Will Graduate
Computer-Application,Female,Fulltime,0.80,0,0,72.165,Will Graduate
Computer-Application,Male,Parttime,0.70,0,9,60.0525,Will Graduate
Computer-Application,Male,Fulltime,0.76,20,0,75.53375,Will Graduate
Computer-Application,Male,Fulltime,0.76,20,0,76.8075,Will Graduate
Computer-Application,Male,Parttime,0.69,20,12,61.26,Will Graduate
Computer-Application,Male,Fulltime,0.68,20,14,59.81875,Will Graduate
Computer-Application,Female,Fulltime,0.72,20,0,7.70875,Dropout
Computer-Application,Female,Parttime,0.77,50,0,90.8025,Will Graduate
Computer-Application,Male,Fulltime,0.79,0,0,71.195,Will Graduate
Computer-Application,Male,Fulltime,0.91,0,0,82.6225,Will Graduate
Computer-Application,Male,Parttime,0.75,0,6,5.66625,Dropout
Computer-Application,Male,Fulltime,0.80,20,0,75.07125,Will Graduate
Computer-Application,Male,Fulltime,0.58,0,18,60.91625,Will Graduate
Computer-Application,Male,Parttime,0.76,0,5,66.44,Will Graduate
Computer-Application,Male,Fulltime,0.64,0,15,61.1775,Will Graduate
Computer-Application,Male,Fulltime,0.72,20,8,23.60375,Dropout
Computer-Application,Male,Fulltime,0.75,0,0,16.4575,Dropout
Computer-Application,Male,Fulltime,0.86,0,0,12.75,Dropout
Computer-Application,Male,Fulltime,0.72,0,2,67.11,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,2,66.83375,Will Graduate
Computer-Application,Male,Fulltime,0.75,20,2,8.19875,Dropout
Computer-Application,Male,Fulltime,0.74,0,2,7.28125,Dropout
Computer-Application,Male,Fulltime,0.79,0,2,16.98875,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,8.35375,Dropout
Computer-Application,Male,Parttime,0.82,20,9,34.635,Dropout
Computer-Application,Male,Parttime,0.75,20,0,2.6775,Dropout
Computer-Application,Male,Parttime,0.81,0,0,80.01,Will Graduate
Computer-Application,Male,Parttime,0.81,0,0,19.17625,Dropout
Computer-Application,Male,Parttime,0.70,0,3,61.55875,Will Graduate
Computer-Application,Male,Fulltime,0.74,0,12,22.15625,Dropout
Computer-Application,Male,Fulltime,0.70,0,0,73.3425,Will Graduate
Computer-Application,Male,Fulltime,0.85,0,0,79.64875,Will Graduate
Computer-Application,Male,Fulltime,0.73,20,6,64.8,Will Graduate
Computer-Application,Male,Fulltime,0.82,0,0,80.53125,Will Graduate
Computer-Application,Male,Parttime,0.71,8,2,29.2925,Dropout
Computer-Application,Male,Parttime,0.73,0,0,4.75,Dropout
Computer-Application,Male,Parttime,0.82,0,4,6.38625,Dropout
Computer-Application,Male,Parttime,0.75,0,0,0.49125,Dropout
Computer-Application,Female,Fulltime,0.74,0,1,49.94875,Dropout
Computer-Application,Male,Fulltime,0.69,53,0,41.98,Dropout
Computer-Application,Male,Fulltime,0.85,0,0,5.8025,Dropout
Computer-Application,Male,Fulltime,0.69,0,0,0,Dropout
Computer-Application,Male,Parttime,0.88,20,0,76.095,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,0,19.8225,Dropout
Computer-Application,Female,Fulltime,0.72,20,0,70.39375,Will Graduate
Computer-Application,Male,Parttime,0.76,0,0,78.595,Will Graduate
Computer-Application,Female,Fulltime,0.61,0,0,74.555,Will Graduate
Computer-Application,Male,Fulltime,0.76,20,0,73.86375,Will Graduate
Computer-Application,Male,Fulltime,0.77,0,1,27.56875,Dropout
Computer-Application,Female,Fulltime,0.80,20,1,69.965,Will Graduate
Computer-Application,Female,Fulltime,0.77,20,0,73.66375,Will Graduate
Computer-Application,Male,Fulltime,0.71,0,0,9.08125,Dropout
Computer-Application,Male,Fulltime,0.76,0,10,58.47625,Will Graduate
Computer-Application,Male,Fulltime,0.72,20,1,16.75125,Dropout
Computer-Application,Male,Fulltime,0.72,0,3,69.54375,Will Graduate
Computer-Application,Male,Fulltime,0.73,20,6,1.58375,Dropout
Computer-Application,Male,Fulltime,0.79,0,3,31.24875,Dropout
Computer-Application,Male,Fulltime,0.73,0,2,7.9375,Dropout
Computer-Application,Male,Parttime,0.75,0,3,0.25,Dropout
Computer-Application,Male,Fulltime,0.84,0,1,75.45,Will Graduate
Computer-Application,Male,Parttime,0.71,20,15,27.51,Dropout
Computer-Application,Male,Parttime,0.77,0,1,8.20875,Dropout
Computer-Application,Female,Fulltime,0.80,20,0,88.14375,Will Graduate
Computer-Application,Male,Fulltime,0.86,20,4,21.615,Dropout
Computer-Application,Male,Parttime,0.71,0,0,29.42625,Dropout
Computer-Application,Male,Parttime,0.85,0,2,77.165,Will Graduate
Computer-Application,Male,Parttime,0.73,0,2,70.385,Will Graduate
Computer-Application,Female,Fulltime,0.83,0,0,17.64625,Dropout
Computer-Application,Male,Fulltime,0.66,0,0,16.865,Dropout
Computer-Application,Male,Parttime,0.75,9,0,82.03,Will Graduate
Computer-Application,Female,Fulltime,0.79,9,5,65.8,Will Graduate
Computer-Application,Male,Fulltime,0.74,9,0,77.79,Will Graduate
Computer-Application,Female,Fulltime,0.77,9,0,78.9175,Will Graduate
Computer-Application,Male,Fulltime,0.62,0,5,68.3325,Will Graduate
Computer-Application,Male,Parttime,0.75,9,0,19.45875,Dropout
Computer-Application,Male,Fulltime,0.68,9,0,21.2075,Dropout
Computer-Application,Male,Fulltime,0.80,9,0,22.21875,Dropout
Computer-Application,Female,Fulltime,0.76,9,0,19.84375,Dropout
Computer-Application,Female,Parttime,0.78,9,0,92.5875,Will Graduate
Computer-Application,Male,Parttime,0.80,9,4,62.2225,Will Graduate
Computer-Application,Female,Fulltime,0.79,9,0,84.35375,Will Graduate
Computer-Application,Male,Fulltime,0.73,9,2,73.0725,Will Graduate
Computer-Application,Female,Fulltime,0.68,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.77,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.77,0,0,24.4575,Dropout
Computer-Application,Male,Fulltime,0.75,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.71,20,9,20.09375,Dropout
Computer-Application,Male,Fulltime,0.80,20,0,10.90625,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,8.375,Dropout
Computer-Application,Male,Parttime,0.72,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.71,0,2,21.10375,Dropout
Computer-Application,Female,Fulltime,0.72,20,0,8.3125,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,9.78125,Dropout
Computer-Application,Male,Fulltime,0.80,0,0,10.39625,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,10.25,Dropout
Computer-Application,Male,Parttime,0.68,0,0,7.375,Dropout
Computer-Application,Female,Fulltime,0.81,20,0,0,Dropout
Computer-Application,Female,Fulltime,0.70,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.76,0,0,18.39625,Dropout
Computer-Application,Male,Parttime,0.72,0,0,2.95875,Dropout
Computer-Application,Male,Parttime,0.74,0,0,8.4375,Dropout
Computer-Application,Male,Fulltime,0.71,0,0,7.6875,Dropout
Computer-Application,Male,Fulltime,0.80,20,0,3.5,Dropout
Computer-Application,Male,Parttime,0.73,0,0,0,Dropout
Computer-Application,Male,Parttime,0.87,0,0,0,Dropout
Computer-Application,Male,Parttime,0.76,20,0,0,Dropout
Computer-Application,Male,Parttime,0.69,50,2,32.10875,Dropout
Computer-Application,Male,Fulltime,0.84,0,0,1.83375,Dropout
Computer-Application,Male,Fulltime,0.80,0,2,17.92625,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,0,Dropout
Computer-Application,Male,Parttime,0.77,0,0,21.73,Dropout
Computer-Application,Female,Parttime,0.72,20,0,11.9275,Dropout
Computer-Application,Male,Fulltime,0.71,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.74,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.66,20,0,4.28125,Dropout
Computer-Application,Male,Parttime,0.70,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.71,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.78,20,0,2.27125,Dropout
Computer-Application,Male,Fulltime,0.79,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.71,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.72,20,0,7.665,Dropout
Computer-Application,Male,Fulltime,0.80,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.72,0,0,6.35375,Dropout
Computer-Application,Male,Parttime,0.73,20,2,24.175,Dropout
Computer-Application,Male,Parttime,0.68,0,0,24.15625,Dropout
Computer-Application,Male,Fulltime,0.83,0,0,0,Dropout
Computer-Application,Male,Parttime,0.78,0,0,10.4375,Dropout
Computer-Application,Male,Parttime,0.71,0,0,6.33375,Dropout
Computer-Application,Male,Fulltime,0.69,20,0,2.79125,Dropout
Computer-Application,Male,Fulltime,0.72,100,0,6.3225,Dropout
Computer-Application,Male,Parttime,0.75,20,4,10.91625,Dropout
Computer-Application,Male,Parttime,0.80,0,0,29.15625,Dropout
Computer-Application,Male,Fulltime,0.79,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.71,0,0,5.3125,Dropout
Computer-Application,Male,Parttime,0.78,20,0,0,Dropout
Computer-Application,Male,Fulltime,0.75,20,6,10.72875,Dropout
Computer-Application,Male,Fulltime,0.72,0,1,10.77,Dropout
Computer-Application,Male,Parttime,0.69,0,0,10.0625,Dropout
Computer-Application,Male,Parttime,0.83,20,0,0,Dropout
Computer-Application,Female,Fulltime,0.70,0,0,5.70875,Dropout
Computer-Application,Male,Parttime,0.75,0,0,8.52125,Dropout
Computer-Application,Male,Fulltime,0.65,0,0,2.9375,Dropout
Computer-Application,Male,Parttime,0.74,20,0,0,Dropout
Computer-Application,Male,Parttime,0.71,0,0,0,Dropout
Computer-Application,Male,Parttime,0.77,20,4,12.84375,Dropout
Computer-Application,Male,Parttime,0.63,0,0,0,Dropout
Computer-Application,Male,Fulltime,0.85,0,0,0,Dropout
Computer-Application,Male,Parttime,0.79,20,0,0,Dropout
Computer-Application,Male,Fulltime,0.73,0,0,6.74125,Dropout
Computer-Application,Male,Fulltime,0.79,0,0,0,Dropout
